"cod","municipio","departamento","hom90","pob90","tas90","hom91","pob91","tas91","hom92","pob92","tas92","hom93","pob93","tas93","hom94","pob94","tas94","hom95","pob95","tas95","hom96","pob96","tas96","hom97","pob97","tas97","hom98","pob98","tas98","hom99","pob99","tas99","hom00","pob00","tas00","hom01","pob01","tas01","hom02","pob02","tas02","hom03","pob03","tas03","hom04","pob04","tas04","hom05","pob05","tas05","hom06","pob06","tas06","hom07","pob07","tas07","hom08","pob08","tas08","hom09","pob09","tas09","hom10","pob10","tas10","hom11","pob11","tas11","hom12","pob12","tas12","hom13","pob13","tas13"
5887,"Yarumal","Antioquia",43,35715,"120.397592048159",34,35820,94.9190396426577,30,35956,83.4353098231171,31,36128,85.8060230292294,29,36336,79.810656098635,31,36581,84.7434460512288,29,36870,78.6547328451316,42,37200,112.903225806452,34,37575,90.4856952761144,11,37997,28.9496539200463,29,38468,75.3873349277321,24,38989,61.5558234373798,47,39525,118.912080961417,49,40079,122.258539384715,13,40651,31.9795330988168,27,41240,65.470417070805,18,41836,43.0251458074386,30,42387,70.7764172977564,28,42941,65.2057474208798,34,43491,78.1770941114254,40,44053,90.7997185208726,51,44620,114.3,13,45177,28.7757044513801,32,45740,69.960647135986
5890,"Yolombó","Antioquia",20,19176,"104.297037964122",16,18871,84.786179852684,14,18611,75.2243296974907,15,18400,81.5217391304348,14,18245,76.733351603179,13,18146,71.6411330320732,21,18104,115.996464869642,28,18116,154.559505409583,7,18185,38.4932636788562,36,18311,196.603134727759,9,18491,48.672327078038,45,18730,240.256273358249,31,19006,163.106387456593,25,19317,129.419682145261,3,19658,15.2609624580324,13,20025,64.9188514357054,11,20407,53.9030724751311,8,20775,38.5078219013237,10,21155,47.270148900969,11,21541,51.0654101480897,9,21939,41.0228360453986,25,22330,111.96,3,22730,13.1984161900572,9,23142,38.8903292714545
5893,"Yondó","Antioquia",12,9160,"131.004366812227",10,9451,105.808909110147,9,9770,92.1187308085978,9,10121,88.9240193656753,9,10505,85.6734888148501,9,10914,82.4628916987356,0,11345,0,0,11789,0,0,12238,0,14,12687,110.34917632222,41,13132,312.214438014012,13,13567,95.8207415051227,15,13982,107.280789586611,11,14375,76.5217391304348,20,14747,135.620804231369,10,15097,66.2383254951315,10,15419,64.855048965562,19,15756,120.588981975121,22,16100,136.645962732919,16,16442,97.3117625592994,10,16788,59.5663569216107,6,17153,34.98,8,17503,45.7064503228018,12,17867,67.1629260648122
5895,"Zaragoza","Antioquia",30,18875,"158.940397350993",26,19980,130.13013013013,23,20979,109.633442966776,20,21849,91.5373701313561,19,22579,84.148987997697,18,23183,77.6431005478152,12,23688,50.6585612968592,6,24111,24.8849073037203,7,24481,28.5936032024836,5,24819,20.1458559974213,1,25153,3.97566890629348,8,25501,31.3713187718129,7,25857,27.0719727733302,3,26219,11.4420839848964,2,26587,7.52247338925038,9,26959,33.3840275974628,18,27327,65.8689208475134,9,27708,32.481593763534,25,28098,88.974304220941,14,28477,49.16248200302,19,28845,65.8693014387242,105,29228,359.24,6,29614,20.2606875126629,43,29989,143.385908166328
8001,"Barranquilla","Atlántico",274,1030294,"26.5943507387212",291,1046745,27.8004671624894,261,1060949,24.6006169947849,338,1072677,31.5099512714452,380,1081892,35.1236537473241,361,1088918,33.1521749112422,546,1094276,49.8960042987327,448,1098589,40.7795818090296,469,1102552,42.5376762275158,445,1106762,40.2073797257224,312,1111637,28.0667160233062,377,1117392,33.7392786058966,431,1123862,38.349904169729,484,1130964,42.7953498077746,423,1138545,37.1526817121853,367,1146498,32.0105224780157,392,1154642,33.9499169439532,348,1162855,29.9263450731175,325,1170940,27.7554785044494,357,1178827,30.2843419772367,348,1186412,29.3321375710967,328,1193667,28.81,348,1200513,28.9876077976665,317,1206946,26.2646381859669
8078,"Baranoa","Atlántico",11,39979,"27.5144450836689",12,40918,29.326946576079,10,41883,23.8760356230451,14,42854,32.6690623979092,15,43768,34.2716139645403,21,44633,47.0503887258307,5,45402,11.0127307167085,3,46132,6.50307812364519,6,46820,12.8150363092695,12,47511,25.2573088337438,9,48195,18.6741363211951,3,48871,6.13860980949848,10,49548,20.1824493420522,21,50220,41.816009557945,14,50895,27.5076137145103,12,51565,23.271598952778,10,52219,19.1501177732243,7,52866,13.2410244769795,4,53507,7.47565739062179,8,54144,14.7754137115839,5,54779,9.12758538856131,10,55414,19.65,9,56031,16.0625368099802,9,56641,15.8895499726347
8137,"Campo de La Cruz","Atlántico",6,24475,"24.514811031665",7,24167,28.9651177225142,6,23866,25.1403670493589,8,23580,33.9270568278202,9,23262,38.689708537529,4,22918,17.4535299764377,1,22529,4.4387234231435,1,22133,4.51814033343876,4,21729,18.4085783975332,1,21336,4.68691413573303,3,20947,14.3218599322099,1,20567,4.86215782564302,2,20194,9.9039318609488,1,19832,5.04235578862445,1,19465,5.1374261494991,3,19118,15.692017993514,1,18779,5.32509718302359,0,18447,0,0,18132,0,0,17820,0,0,17517,0,0,17206,0,0,16911,0,2,16618,12.03514261644
8141,"Candelaria","Atlántico",3,10918,"27.4775599926727",3,10969,27.3498039930714,3,11039,27.1763746716188,4,11113,35.9938810402232,4,11195,35.7302367128182,8,11274,70.9597303530246,1,11344,8.81523272214386,0,11409,0,0,11487,0,1,11566,8.64603147155456,1,11645,8.587376556462,0,11728,0,0,11816,0,5,11894,42.0380023541281,3,11961,25.0815149235014,3,12030,24.9376558603491,0,12090,0,1,12145,8.23384108686702,0,12194,0,0,12248,0,1,12289,8.13735861339409,1,12337,8.36,0,12373,0,0,12413,0
8296,"Galapa","Atlántico",5,16589,"30.1404545180541",5,17252,28.9821469974496,4,18001,22.2209877229043,6,18854,31.8234857324706,6,19780,30.3336703741153,9,20776,43.3192144782441,14,21803,64.2113470623309,11,22878,48.08112597255,9,23989,37.5171953812164,9,25145,35.7924040564725,10,26319,37.995364565523,8,27499,29.0919669806175,12,28662,41.8672807201172,11,29805,36.9065593021305,20,30918,64.6872372080988,17,31985,53.1499140221979,2,33018,6.05730207765461,4,34028,11.7550252733043,7,35046,19.9737487873081,11,36082,30.486114960368,11,37131,29.6248417764132,11,38209,35.58,7,39300,17.8117048346056,5,40420,12.370113805047
8372,"Juan de Acosta","Atlántico",3,11199,"26.7881060809001",3,11343,26.4480296217932,3,11516,26.0507120527961,4,11716,34.1413451689997,4,11933,33.5204893991452,5,12157,41.1285679032656,2,12384,16.1498708010336,7,12618,55.4763036931368,4,12863,31.0969447251808,8,13113,61.0081598413788,6,13366,44.8900194523418,5,13623,36.7026352492109,8,13880,57.6368876080692,0,14127,0,1,14353,6.96718456071901,3,14578,20.5789545891069,1,14788,6.76223965377333,5,15007,33.317785033651,0,15225,0,0,15447,0,2,15673,12.7607988260065,1,15906,6.97,1,16130,6.19962802231866,1,16358,6.11321677466683
8421,"Luruaco","Atlántico",6,19979,"30.0315331097653",6,19928,30.1083902047371,5,19957,25.0538658114947,7,20054,34.90575446295,8,20221,39.562830720538,7,20436,34.2532785280877,6,20689,29.0009183624148,7,20976,33.3714721586575,4,21280,18.796992481203,3,21607,13.8843893182765,4,21938,18.2332026620476,2,22261,8.98432235748619,6,22585,26.5663050697366,10,22912,43.645251396648,13,23239,55.9404449416928,10,23559,42.4466233711108,3,23881,12.5622880113898,5,24202,20.6594496322618,4,24529,16.3072281788903,5,24857,20.115058132518,2,25189,7.93997379808647,1,25530,4.3,3,25862,11.6000309334158,9,26206,34.3432801648477
8433,"Malambo","Atlántico",19,68703,"27.6552697844344",21,71779,29.2564677691247,18,74750,24.0802675585284,24,77574,30.9382009436151,27,80126,33.6969273394404,27,82414,32.7614240298978,17,84361,20.1514918030844,29,86168,33.6551852195711,20,87892,22.7551995631002,16,89648,17.8475816526861,17,91469,18.5855317101969,21,93344,22.4974288652725,17,95268,17.8443968593862,26,97236,26.7390678349582,41,99252,41.3089912545843,32,101280,31.5955766192733,17,103311,16.4551693430516,21,105312,19.9407474931632,20,107298,18.6396764152174,23,109292,21.0445412290012,27,111270,24.2653006201132,25,113268,25.19,19,115274,16.4824678591877,26,117283,22.1686007349744
8436,"Manatí","Atlántico",3,12688,"23.6443883984868",3,12190,24.6103363412633,3,11826,25.3678335870117,4,11623,34.4145229286759,4,11592,34.5065562456867,2,11702,17.0910955392241,0,11874,0,0,12118,0,1,12399,8.06516654568917,1,12677,7.88830164865504,1,12918,7.74113639882335,0,13092,0,1,13268,7.53693096171239,3,13447,22.3098088793039,1,13628,7.33783387144115,3,13810,21.7233888486604,3,13989,21.4454214025306,3,14176,21.1625282167043,1,14365,6.96136442742778,2,14554,13.7419266181119,0,14751,0,0,14949,0,1,15141,6.60458358100522,1,15338,6.51975485721737
8520,"Palmar de Varela","Atlántico",6,19554,"30.6842589751458",6,19966,30.051086847641,5,20378,24.5362645990774,7,20793,33.6651757803107,8,21176,37.7786173026067,9,21504,41.8526785714286,4,21786,18.3604149453778,1,22034,4.53844059181265,4,22266,17.9646097188539,2,22490,8.89284126278346,3,22701,13.2152768600502,1,22908,4.36528723590012,1,23106,4.32788020427595,2,23294,8.58590194899974,8,23485,34.0642963593783,0,23678,0,0,23854,0,4,24023,16.6507097365025,0,24201,0,0,24377,0,3,24547,12.221452723347,1,24713,4.26,3,24872,12.0617561917015,0,25037,0
8549,"Piojó","Atlántico",2,6315,"31.6706254948535",2,6363,31.4317146000314,2,6362,31.4366551398931,2,6322,31.6355583676052,2,6228,32.1130378933847,5,6085,82.1692686935086,5,5910,84.6023688663282,1,5728,17.4581005586592,2,5553,36.0165676211057,3,5394,55.6173526140156,4,5268,75.9301442672741,6,5178,115.874855156431,2,5110,39.1389432485323,0,5064,0,3,5037,59.5592614651578,2,5026,39.7930760047752,1,5031,19.8767640628106,3,5039,59.5356221472514,0,5053,0,0,5069,0,0,5075,0,1,5088,19.85,0,5104,0,0,5112,0
8558,"Polonuevo","Atlántico",3,11302,"26.5439745177845",3,11537,26.0032937505417,3,11785,25.4560882477726,4,12018,33.2834082210018,4,12239,32.6824086935207,0,12445,0,0,12607,0,2,12763,15.6702969521272,5,12905,38.7446726075165,3,13056,22.9779411764706,1,13197,7.57747973024172,4,13344,29.9760191846523,4,13483,29.6669880590373,0,13623,0,7,13752,50.9016870273415,5,13901,35.9686353499748,0,14045,0,0,14188,0,0,14330,0,0,14474,0,2,14618,13.6817622109728,1,14752,7.27,0,14889,0,1,15018,6.65867625516047
8560,"Ponedera","Atlántico",4,14848,"26.9396551724138",5,14890,33.5795836131632,4,14984,26.6951414842499,5,15128,33.0512956107879,6,15311,39.1875122460976,9,15540,57.9150579150579,0,15793,0,7,16079,43.535045711798,6,16394,36.5987556423082,1,16734,5.97585753555635,9,17094,52.6500526500526,5,17470,28.6204922724671,6,17855,33.6040324838981,5,18232,27.4243089074155,1,18600,5.3763440860215,6,18944,31.6722972972973,3,19281,15.5593589544111,0,19608,0,1,19931,5.01730971852892,0,20264,0,0,20591,0,1,20918,5.38,1,21253,4.70521808685833,2,21584,9.26612305411416
8573,"Puerto Colombia","Atlántico",8,25286,"31.638060586886",8,25743,31.0764091209261,7,26176,26.742053789731,9,26576,33.8651414810355,11,26922,40.8587772082312,8,27205,29.4063591251608,9,27401,32.8455165869859,25,27547,90.753984099902,10,27652,36.1637494575438,12,27733,43.2697508383514,5,27784,17.9959689029657,8,27818,28.758357897764,9,27835,32.3333932099874,8,27845,28.7304722571377,2,27845,7.18261806428443,1,27825,3.59389038634322,6,27793,21.5881696830137,5,27745,18.0212650928095,5,27693,18.0551041779511,11,27629,39.8132397118969,3,27552,10.8885017421603,1,27472,3.59,9,27393,32.8551089694447,6,27309,21.9707788641107
8606,"Repelón","Atlántico",6,19210,"31.2337324310255",6,19288,31.1074243052675,5,19439,25.7214877308504,7,19629,35.6615212186051,8,19859,40.2840022156201,11,20117,54.6801212904509,5,20381,24.5326529610912,1,20652,4.84214603912454,1,20937,4.77623346229164,1,21219,4.71275743437485,8,21495,37.2179576645732,2,21768,9.18779860345461,1,22041,4.53699922871013,8,22315,35.8503248935694,2,22591,8.85308308618476,2,22875,8.7431693989071,0,23165,0,1,23473,4.26021386273591,1,23786,4.20415370385941,0,24104,0,2,24429,8.18699087150518,0,24752,0,3,25083,11.9602918311207,1,25420,3.933910306845
8634,"Sabanagrande","Atlántico",5,16520,"30.2663438256659",5,17095,29.2483182217022,4,17691,22.6103668532022,6,18303,32.7815112276676,6,18929,31.6973955306672,4,19557,20.4530347190264,4,20112,19.8886237072395,0,20674,0,2,21251,9.41132182014964,2,21842,9.15667063455728,0,22442,0,4,23039,17.3618646642649,9,23633,38.0823424872001,4,24225,16.5118679050568,13,24815,52.3876687487407,9,25399,35.4344659238553,5,25975,19.2492781520693,0,26566,0,1,27182,3.67890515782503,1,27796,3.59763994819398,3,28421,10.5555751029169,5,29054,20.15,2,29707,6.73241996835763,8,30362,26.3487253804097
8638,"Sabanalarga","Atlántico",18,65559,"27.4561845055599",20,67317,29.7101772212071,18,69095,26.0510890802518,23,70862,32.4574525133358,26,72542,35.8413057263378,30,74133,40.4678078588483,12,75536,15.8864647320483,7,76861,9.10734963115234,9,78122,11.5204423849876,8,79358,10.0808992162101,6,80582,7.44583157528977,2,81787,2.44537640456307,14,82987,16.870112186246,26,84197,30.87996009359,19,85411,22.2453782299704,13,86623,15.0075615021415,15,87827,17.079030366516,7,89019,7.86348981678069,8,90197,8.86947459449871,9,91379,9.84909005351339,17,92539,18.3706329223354,17,93691,19.9,15,94837,15.8166116600061,20,95966,20.8407144196903
8675,"Santa Lucía","Atlántico",4,12703,"31.4886247343147",4,12788,31.2793243665937,3,12847,23.3517552736047,4,12894,31.0221808593144,5,12923,38.6907064923006,0,12924,0,3,12911,23.2360003098133,0,12877,0,2,12844,15.5714730613516,0,12788,0,4,12729,31.4243067012334,1,12666,7.89515237644086,1,12600,7.93650793650794,0,12541,0,0,12482,0,0,12423,0,0,12359,0,0,12291,0,2,12210,16.3800163800164,0,12129,0,0,12051,0,0,11960,0,0,11867,0,0,11778,0
8685,"Santo Tomás","Atlántico",6,20487,"29.2868648411188",6,20941,28.6519268420801,5,21378,23.3885302647582,7,21784,32.133676092545,8,22143,36.1287991690376,6,22438,26.7403511899456,3,22654,13.2426944468968,0,22832,0,5,22973,21.7646802768467,0,23111,0,2,23239,8.60622229872198,3,23357,12.8441152545276,2,23479,8.51825035137783,7,23607,29.652221798619,6,23734,25.2801887587427,6,23877,25.1287850232441,6,24034,24.9646334359657,0,24186,0,4,24342,16.432503491907,2,24490,8.16659861167824,3,24647,12.1718667586319,0,24792,0,1,24934,4.01058795219379,1,25067,3.98930865281047
8758,"Soledad","Atlántico",65,220327,"29.5016044334103",70,231584,30.2266132375294,63,244303,25.787648944139,82,258622,31.7065060203695,92,274541,33.5104774878798,80,291806,27.4154746646745,77,310025,24.8367067172002,83,328721,25.24937561032,75,347391,21.5895057730338,120,365584,32.8241936189768,70,383031,18.2752832016208,114,399650,28.524959339422,118,415726,28.3840798987795,167,431358,38.7149421130476,142,446632,31.7935123323004,131,461603,28.3793649521342,132,476296,27.7138586089323,96,490922,19.5550413303946,81,505612,16.0201893942391,80,520504,15.3697185804528,137,535642,25.5767844941211,131,551082,29.33,135,566784,23.8185975609756,101,582774,17.3309035749707
8770,"Suan","Atlántico",3,10230,"29.3255131964809",3,10252,29.2625829106516,4,10266,38.9635690629262,3,10273,29.2027645283754,4,10271,38.9446013046441,0,10258,0,1,10238,9.76753272123462,0,10208,0,0,10169,0,3,10121,29.6413397885584,2,10065,19.8708395429707,0,10002,0,0,9935,0,1,9863,10.1389029706986,1,9785,10.2197240674502,0,9702,0,0,9610,0,0,9517,0,0,9428,0,0,9333,0,0,9240,0,0,9148,0,0,9057,0,1,8954,11.1681929863748
8832,"Tubará","Atlántico",3,9666,"31.0366232153942",3,9872,30.3889789303079,4,10067,39.733783649548,3,10240,29.296875,4,10377,38.5467861617038,4,10491,38.1279191688114,14,10578,132.350160710909,12,10640,112.781954887218,4,10688,37.4251497005988,1,10734,9.31619154089808,2,10773,18.5649308456326,7,10807,64.7728324234293,5,10845,46.1041954817888,1,10873,9.19709371838499,5,10894,45.8968239397834,11,10912,100.806451612903,12,10919,109.900174008609,4,10932,36.5898280278083,0,10949,0,3,10964,27.3622765414082,1,10981,9.1066387396412,0,10991,0,1,11003,9.08843042806507,1,11014,9.07935355002724
8849,"Usiacurí","Atlántico",2,7293,"27.4235568353215",2,7506,26.6453503863576,2,7715,25.9235255994815,2,7895,25.3324889170361,3,8061,37.2162262746558,2,8194,24.4081034903588,0,8298,0,0,8379,0,1,8441,11.846937566639,0,8502,0,1,8554,11.6904372223521,1,8606,11.6198001394376,3,8648,34.6901017576318,3,8699,34.4867226117945,4,8751,45.7090618215061,1,8809,11.3520263367011,0,8870,0,0,8934,0,0,8993,0,0,9058,0,0,9116,0,0,9178,0,0,9232,0,1,9292,10.7619457597934
11001,"Bogotá D.C.","Bogotá D.C.",2258,4947890,"45.6356143729954",2698,5105935,52.8404689836435,3231,5261692,61.4061028277596,4378,5413484,80.8721333618054,3664,5559851,65.9010466287676,3385,5699655,59.3895595435162,3296,5828528,56.5494409566189,2810,5952563,47.2065562346841,2483,6072489,40.8893289061536,2409,6189030,38.9237085617617,2264,6302881,35.9200816261643,2052,6412400,32.0004990331233,1898,6520473,29.1083177554757,1605,6627568,24.2170280259667,1571,6734041,23.3292312892066,1669,6840116,24.4001709912522,1372,6945216,19.7546051843456,1351,7050228,19.1625008439443,1341,7155052,18.7420021545616,1327,7259597,18.27925158931,1327,7363782,18.0206312462808,1654,7467804,22.15,1248,7571345,16.483200805141,1259,7674366,16.4052639657791
13001,"Cartagena","Bolívar",105,660262,"15.902777988132",117,681760,17.161464444966,152,703381,21.6099098497116,157,725072,21.6530220447073,177,746657,23.7056640465435,210,767785,27.351406969399,197,787974,25.000824900314,232,806682,28.759783904934,181,823367,21.9829067718284,176,837552,21.0136206468374,197,849255,23.1968019028443,191,858796,22.2404389400975,251,867397,28.9371533450081,292,875636,33.347189928235,244,884120,27.5980636112745,228,893033,25.5309714198691,274,902533,30.3590007235192,222,912498,24.3288204467297,173,922859,18.7460923066254,225,933541,24.1017802110459,224,944481,23.7167290818979,226,955709,23.65,228,967103,23.5755653741122,275,978600,28.101369303086
13006,"Achí","Bolívar",0,41079,"0",3,42387,7.07764172977564,2,43481,4.59971021825625,0,44297,0,1,44797,2.23229234100498,9,33150,27.1493212669683,0,32707,0,0,24202,0,0,23249,0,0,22317,0,0,21484,0,0,20772,0,0,20178,0,3,19758,15.1837230488916,0,19561,0,0,19644,0,0,20002,0,0,20289,0,4,20585,19.4316249696381,2,20888,9.57487552661815,1,21211,4.71453491113102,0,21563,0,4,21913,18.2540044722311,1,22279,4.48853180124781
13030,"Altos del Rosario","Bolívar",0,0,"0",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,9169,0,NA,9346,0,NA,9527,0,NA,9719,0,NA,9930,0,NA,10168,0,NA,10419,0,NA,10666,0,1,10906,9.16926462497708,2,11137,17.9581574930412,2,11357,17.6102844060932,0,11568,0,5,11766,42.4953255141934,1,11982,8.34585211150058,0,12203,0,1,12425,8.04828973843058,0,12663,0,0,12909,0,0,13159,0
13042,"Arenal","Bolívar",0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10348,9.66370313103981,0,10889,0,0,11459,0,1,12059,8.29256157226968,2,12695,15.7542339503742,3,13343,22.4836993179945,2,13958,14.3287003868749,0,14521,0,3,15013,19.9826816758809,3,15414,19.4628260023355,1,15731,6.35687496026953,5,16035,31.1817898347365,1,16338,6.12070020810381,2,16656,12.0076849183477,0,16994,0,1,17342,5.77,4,17704,22.5937641211026,1,18082,5.53036168565424
13052,"Arjona","Bolívar",14,41013,"34.1355180064858",16,42633,37.5296132104239,13,44398,29.2805982251453,11,46293,23.7616918324585,10,48270,20.7168013258753,3,50024,5.99712138173677,5,51368,9.73368634169132,2,52563,3.8049578600917,9,53657,16.7732075963994,8,54697,14.6260306780994,11,55736,19.7358978039328,27,56637,47.6720165262991,23,57531,39.9784464028089,38,58441,65.0228435516162,9,59392,15.1535560344828,11,60418,18.2064947532192,16,61497,26.0175293103729,8,62607,12.7781238519654,6,63736,9.4138320572361,6,64902,9.24470740501063,9,66089,13.6179999697378,8,67325,11.88,11,68583,16.0389600921511,16,69869,22.8999985687501
13062,"Arroyohondo","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9426,0,0,9534,0,1,9656,10.3562551781276
13074,"Barranco de Loba","Bolívar",0,22947,"0",NA,23456,0,NA,23897,0,NA,24243,0,NA,24479,0,NA,15450,0,NA,15307,0,NA,15142,0,NA,14983,0,NA,14859,0,NA,14794,0,NA,14781,0,NA,14800,0,0,14860,0,0,14972,0,0,15148,0,4,15386,25.997660210581,4,15607,25.6295252130454,6,15835,37.8907483422798,2,16071,12.4447763051459,3,16327,18.3744717339376,0,16595,0,0,16873,0,2,17171,11.6475452798323
13140,"Calamar","Bolívar",10,25790,"38.7747188832881",11,25965,42.3647217408049,19,26116,72.752335732884,2,26223,7.62689242268238,2,26272,7.61266747868453,5,26270,19.0331176246669,3,26193,11.4534417592487,3,26119,11.4858914966117,7,20416,34.2868338557994,13,20327,63.9543464357751,11,20303,54.1791853420677,8,20318,39.3739541293434,11,20362,54.0221982123564,2,20439,9.78521454082881,2,20557,9.72904606703313,2,20722,9.6515780330084,3,20931,14.3328077970474,2,21154,9.45447669471495,0,21394,0,0,21644,0,0,21888,0,1,22164,4.51,0,22436,0,0,22720,0
13160,"Cantagallo","Bolívar",0,0,"0",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,5643,0,NA,5839,0,NA,6046,0,NA,6265,0,NA,6498,0,NA,6746,0,0,6998,0,1,7237,13.8178803371563,1,7458,13.4084204880665,0,7651,0,7,7811,89.6172065036487,9,7942,113.321581465626,12,8069,148.717313173875,11,8206,134.048257372654,4,8334,47.9961603071754,6,8477,70.779756989501,1,8625,11.59,6,8765,68.4540787221905,5,8919,56.0600964233658
13188,"Cicuco","Bolívar",0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,9297,0,0,9490,0,0,9696,0,1,9914,10.0867460157353,0,10145,0,0,10385,0,1,10608,9.42684766214178,1,10798,9.26097425449157,0,10947,0,3,11048,27.1542360608255,1,11094,9.01388137732108,0,11089,0,0,11078,0,1,11075,9.0293453724605,1,11073,9.03097624853247,0,11077,0,0,11087,0,0,11085,0,2,11105,18.0099054479964
13212,"Córdoba","Bolívar",0,16968,"0",0,17195,0,0,17319,0,0,17312,0,0,17156,0,0,16869,0,4,16459,24.3028130506106,5,15995,31.2597686777118,1,15512,6.44662197008768,3,15044,19.9415049189045,15,14621,102.592161958826,2,14241,14.0439575872481,0,13884,0,1,13566,7.37136960047177,3,13304,22.5496091401082,2,13113,15.2520399603447,0,12995,0,1,12900,7.75193798449612,0,12823,0,0,12749,0,3,12678,23.6630383341221,0,12626,0,0,12573,0,0,12527,0
13222,"Clemencia","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12148,16.46,0,12250,0,1,12340,8.10372771474878
13244,"El Carmen de Bolívar","Bolívar",21,63194,"33.2310029433174",22,64258,34.2369821656448,30,65219,45.9988653613211,30,66000,45.4545454545455,26,66542,39.0730666346067,36,66850,53.8519072550486,61,66806,91.3091638475586,37,66693,55.4780861559684,60,66589,90.104972292721,58,66561,87.1381139105482,103,66677,154.476056211287,33,66808,49.3952820021554,21,66974,31.355451369188,51,67204,75.8883399797631,39,67520,57.760663507109,38,67963,55.9127760693318,29,68496,42.3382387292689,59,69084,85.4032771698222,7,69714,10.0410247582982,15,70397,21.3077261815134,8,71100,11.2517580872011,9,71854,12.52,7,72650,9.63523743977977,8,73457,10.8907251861633
13248,"El Guamo","Bolívar",0,8908,"0",6,8925,67.2268907563025,4,8922,44.8329970858552,4,8897,44.9589749353715,3,8846,33.9136332805788,1,8774,11.3973102347846,1,8685,11.5141047783535,0,8582,0,1,8471,11.8049817022784,2,8355,23.9377618192699,1,8241,12.134449702706,1,8131,12.298610257041,1,8029,12.4548511645286,0,7942,0,5,7873,63.5081925568398,0,7826,0,6,7801,76.9132162543264,1,7787,12.8419160138693,0,7770,0,0,7765,0,1,7758,12.8899200824955,0,7764,0,0,7751,0,0,7768,0
13268,"El Peñón","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8730,0,0,8914,0,2,9099,21.9804374107045
13300,"Hatillo de Loba","Bolívar",0,0,"0",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,11326,0,NA,11290,0,NA,11248,0,NA,11216,0,NA,11207,0,NA,11237,0,NA,11293,0,NA,11345,0,0,11391,0,2,11434,17.4916914465629,0,11470,0,0,11506,0,1,11545,8.6617583369424,1,11588,8.62961684501208,0,11633,0,0,11681,0,0,11733,0,0,11788,0,0,11846,0
13430,"Magangué","Bolívar",5,105862,"4.72313011278835",8,109613,7.29840438634104,5,112898,4.42877641765133,17,115521,14.715939093325,14,117362,11.9289037337469,16,118484,13.5039330204922,22,118773,18.5227282294798,35,118794,29.462767479839,12,118749,10.1053482555643,17,118835,14.3055497117852,24,119252,20.1254486297924,34,119806,28.3792130611155,26,120303,21.6120961239537,26,120755,21.5311995362511,26,121156,21.459935950345,21,121481,17.2866538800306,17,121841,13.9526103692517,14,122143,11.461974898275,25,122423,20.4209993220228,16,122680,13.042060645582,19,122913,15.4580882412764,13,123124,10.56,18,123312,14.5971195017517,6,123477,4.85920454821546
13433,"Mahates","Bolívar",0,20743,"0",2,20949,9.54699508329753,3,21181,14.1636372220386,0,21427,0,1,21680,4.61254612546126,3,21937,13.6755253680996,0,22164,0,0,22414,0,0,20555,0,4,20857,19.1782135494079,0,21222,0,15,21617,69.3898320766064,6,21999,27.2739669984999,4,22352,17.8954903364352,4,22667,17.6467993117748,2,22929,8.72257839417332,5,23143,21.6048049086117,1,23400,4.27350427350427,1,23667,4.22529260151265,1,23945,4.17623721027354,1,24231,4.12694482274772,2,24525,8.15,4,24838,16.1043562283598,2,25150,7.95228628230616
13440,"Margarita","Bolívar",0,9556,"0",0,9526,0,0,9499,0,0,9476,0,0,9458,0,0,9443,0,0,9432,0,8,9425,84.8806366047745,1,9420,10.6157112526539,0,9417,0,0,9415,0,1,9414,10.6224771616741,0,9413,0,0,9412,0,0,9410,0,0,9406,0,2,9401,21.2743325178173,0,9417,0,1,9449,10.5831304899989,0,9488,0,1,9535,10.487676979549,0,9587,0,0,9656,0,0,9718,0
