#Rank Country #EPI Score# #10-Year Percent Change# #Environmental Health# #Ecosystem Vitality# #EH - Health Impacts# #EH - Air Quality# #EH -Water and Sanitation# #EV - Water Resources# #EV - Agriculture# #EV - Forests# #EV - Fisheries# #EV- Biodiversity and Habitat# #EV - Climate and Energy# #Child Mortality# #Household Air Quality# #Air Pollution - Average Exposure to PM2.5# #Air Pollution - Average PM2.5 Exceedance# #Access to Sanitation# #Access to Drinking Water# #Wastewater Treatment# #Agricultural Subsidies# #Pesticide Regulation# #Change in Forest Cover # #Fish Stocks# #Coastal Shelf Fishing Pressure# #Terrestrial Protected Areas (National Biome Weights)# #Terrestrial Protected Areas (Global Biome Weights)# #Marine Protected Areas# #Critical Habitat Protection# #Trend in Carbon Intensity# #Change of Trend in Carbon Intensity# #Trend in CO2 Emissions per KwH# #Access to Electricity#
110 Peru 45.05 11.57 55.85 37.84 54.81 83.68 29.07 20.98 92 32.52 29.77 70.36 16.71 54.81 64 100 87.05 24.24 33.91 20.98 100 84 32.52 23.51 36.03 81.34 70.39 71.7 58 41.91 23.2 0 85
111 Mongolia 44.67 8.26 55.12 37.7 65.75 76 23.61 19.8 88 0 NA 73.25 25.06 65.75 28 100 100 13.3 33.91 19.8 100 76 0 NA NA 69.27 59.41 NA 100 69.66 9.81 54.19 86
112 Indonesia 44.36 4.8 55.72 36.78 67.55 75.31 24.29 0.02 51.85 7.75 25.8 78.08 45.25 67.55 45 100 80.94 16.12 32.45 0.02 19.7 84 7.75 25.98 25.62 82.26 87.1 88.95 54 53.88 42.98 49.45 94
113 #Cape Verde# 44.07 11.48 65.4 29.85 77.56 89.33 29.29 19.4 92 NA 43.26 7.32 45.04 77.56 68 100 100 18.7 39.88 19.4 100 84 NA 20.45 66.07 14.64 14.64 0 0 40.29 45.15 NA 67
114 Philippines 44.02 3.21 60.61 32.95 62.94 81.53 37.35 0.53 45.38 31.35 23.18 64.67 35.73 62.94 50 100 94.6 26.31 48.38 0.53 18.75 72 31.35 19.81 26.54 63.89 76.24 78.56 40 78.85 30.28 46.15 83
115 #El Salvador# 43.79 17.75 65.62 29.23 71.88 92.55 32.43 0.62 84 9.9 31.98 24.53 58.24 71.88 78 100 99.64 23.07 41.79 0.62 100 68 9.9 21.05 42.91 5.56 3.98 64.03 NA 50.76 44.52 85.44 92
116 Namibia 43.71 18.74 55.53 35.82 56.53 81.67 28.4 13 56 NA 24.59 94.39 0.54 56.53 45 100 100 5.28 51.53 13 100 12 NA 16.03 33.15 100 100 83.16 NA 9.29 0 0 44
117 Uzbekistan 43.23 6.16 67.68 26.92 55.07 79.37 68.59 0 50 55.41 NA 12.87 51.9 55.07 89 85.45 63.67 100 37.18 0 100 0 55.41 NA NA 12.87 23.24 NA NA 90 51.49 52.61 100
118 China 43 2.6 42.73 43.19 76.23 18.81 33.15 18.18 33.85 25.34 14.68 66.63 65.16 76.23 54 2.44 0 19.78 46.51 18.18 15.71 52 25.34 20.16 9.21 64.33 80.41 67.76 54 39.29 75 51.83 100
119 #Central African Republic# 42.94 2.75 31.08 50.85 15.89 66.68 10.66 0 90 43.06 NA 97 NA 15.89 4 100 96.04 5.76 15.56 0 100 80 43.06 NA NA 97 97.02 NA NA NA NA NA 9
120 Libya 42.72 4.17 72 23.2 81.63 97.12 37.24 18.08 12 NA 38.84 0.89 46.61 81.63 100 100 91.37 66.59 7.88 18.08 NA 12 NA 18.18 59.49 0.63 2.03 0 NA 59.07 8.59 60.08 100
121 Zambia 41.72 -0.78 36.18 45.41 26.17 71.25 11.12 4.2 42.83 13.28 NA 100 NA 26.17 17 100 96.76 8.71 13.52 4.2 13.66 72 13.28 NA NA 100 100 NA NA NA NA NA 19
122 #Papua New Guinea# 41.09 2.04 40.97 41.17 46.1 75.43 1.38 0 56 45.05 49.51 25.68 89.98 46.1 27 100 99.28 1.22 1.53 0 100 12 45.05 20.45 78.57 14.23 12.52 61.97 14 78.61 90 NA 15
123 #Equatorial Guinea# 41.06 2.5 38.85 42.54 17.28 74.09 25.18 1.25 0 37.94 49.67 91.32 NA 17.28 23 100 99.28 44.18 6.18 1.25 NA 0 37.94 17.07 82.26 100 100 65.29 100 NA NA NA 29
124 Senegal 40.83 4.91 44.84 38.16 35.02 83 16.49 2.06 17.45 NA 20.78 85.36 NA 35.02 49 100 100 12.55 20.43 2.06 22.9 12 NA 20 21.56 99.49 79.36 77.21 NA NA NA NA 57
125 Kyrgyzstan 40.63 2.39 63.46 25.41 56.77 86.51 47.11 4.2 94 68.23 NA 15.77 NA 56.77 66 100 93.53 54.32 39.89 4.2 100 88 68.23 NA NA 20.21 21.83 NA 0 NA NA NA 100
126 #Burkina Faso# 40.52 7.17 32.17 46.08 13.18 69.33 14.01 0.02 88 NA NA 83.75 NA 13.18 8 100 100 1.04 26.98 0.02 100 76 NA NA NA 83.75 83.75 NA NA NA NA NA 13
127 Laos 40.37 2.96 34.49 44.29 56.74 29.23 17.5 0 80 13.28 NA 93.85 NA 56.74 4 53.47 30.22 17.67 17.34 0 100 60 13.28 NA NA 93.85 96.92 NA NA NA NA NA 66
128 Malawi 40.06 7.72 39.34 40.54 28.05 67.55 22.44 0 88 0 NA 87.81 NA 28.05 3 100 99.64 13.24 31.64 0 100 76 0 NA NA 94.62 72.89 NA 100 NA NA NA 9
129 #Cote d'Ivoire# 39.72 3.14 39.08 40.15 28.6 73.88 14.77 0.6 80 0 33.68 81.23 49.3 28.6 22 100 99.64 2.69 26.85 0.6 100 60 0 13.72 53.64 100 100 57.94 67 48.32 53.16 41.59 59
130 Congo 39.44 18.33 37.22 40.91 27.54 73.85 10.27 0.18 92 47.23 0 66.29 59.88 27.54 23 100 98.56 0.97 19.58 0.18 NA 92 47.23 0 0 55 55.34 88.53 NA 55.48 90 0.01 37
131 Ethiopia 39.43 7.15 35.21 42.24 35.24 66.85 3.53 0 60 35.07 NA 83.78 NA 35.24 2 100 98.56 1.78 5.29 0 100 20 35.07 NA NA 93.15 82.94 NA 71 NA NA NA 23
132 Timor-Leste 39.41 45.37 44.92 35.74 53.2 69.33 12.22 0.3 50 31.35 59.87 60.43 NA 53.2 8 100 100 7.46 16.98 0.3 100 0 31.35 20.81 98.92 50.89 50.89 79.51 NA NA NA NA 38
133 Paraguay 39.25 7.45 59.03 26.07 63.67 83.67 29.76 0.16 92 0 NA 31.2 44.09 63.67 51 100 100 23.69 35.83 0.16 100 84 0 NA NA 31.2 31.46 NA NA 46.91 16.3 98.84 97
134 Nigeria 39.2 3.73 34.05 42.63 21.29 72.7 8.17 1.08 92 29.16 28.24 57.54 70.55 21.29 26 100 92.09 4.72 11.61 1.08 100 84 29.16 33.33 23.14 75.96 58.22 45.96 50 90 90 31.66 48
135 Uganda 39.18 8.68 37.26 40.46 31.05 66.8 13.93 0.56 58 4.34 NA 91.31 NA 31.05 4 100 96.4 6.17 21.69 0.56 100 16 4.34 NA NA 88.24 88.6 NA 100 NA NA NA 15
136 #Viet Nam# 38.17 3.19 52.43 28.66 62.83 51.32 43.15 0.14 58.25 17.25 20.11 43.39 44.51 62.83 44 63.92 46.04 26.83 59.47 0.14 28.5 88 17.25 14.45 25.77 36.46 21.17 72.93 43 3.03 46.08 41.43 96
137 Guyana 38.07 11.19 69.19 17.32 64.24 97.55 45.78 0 92 63.12 15.79 18.66 0.64 64.24 93 100 99.64 36.37 55.19 0 100 84 63.12 1.16 30.41 29.98 26 0 NA 42.62 0 NA 78
138 Swaziland 37.35 6.96 43.48 33.27 31.43 81.67 17.34 55.5 58 52.35 NA 17.69 14.04 31.43 45 100 100 15.23 19.45 55.5 100 16 52.35 NA NA 17.69 17.41 NA NA 68.53 13.59 NA 35
139 Nepal 37 4.96 31.67 40.55 56.79 16.23 22 0 92 63.12 NA 61.79 NA 56.79 18 30.69 0 6.31 37.7 0 100 84 63.12 NA NA 61.79 42.63 NA NA NA NA NA 76
140 Kenya 36.99 13.96 38.37 36.07 33.86 73.33 7.92 0.52 92 15.46 37.87 67.96 NA 33.86 20 100 100 4.33 11.51 0.52 100 84 15.46 6.86 68.87 77.58 69.76 74.51 50 NA NA NA 23
141 Cameroon 36.68 6.16 37.63 36.06 22.91 73.8 16.17 0 96 43.06 0 45.67 62.13 22.91 25 100 96.4 11 21.34 0 100 92 43.06 0 0 55.56 65.11 0 62 41.76 63.79 58.84 49
142 Niger 36.28 45.88 27.42 42.19 11.94 67.4 2.93 0 78 NA NA 77.21 NA 11.94 4 100 98.2 0 5.86 0 100 56 NA NA NA 77.21 69.83 NA NA NA NA NA 9
143 Tanzania 36.19 1.15 35.89 36.39 35.69 68.31 3.68 0.42 65.87 14.9 26.2 79.12 NA 35.69 6 100 98.92 0 7.36 0.42 43.74 88 14.9 0 52.41 99.86 99.72 81.91 35 NA NA NA 15
144 Guinea-Bissau 35.98 5.54 30.68 39.52 14.52 67.33 10.19 0 56 13.81 29.9 89.87 NA 14.52 2 100 100 1.32 19.06 0 100 12 13.81 17.61 42.19 89.87 99.36 NA NA NA NA NA 57
145 Cambodia 35.44 7.52 42.73 30.58 52.86 64.82 10.52 0 64 0 0 78.93 NA 52.86 11 100 83.45 5.52 15.52 0 100 28 0 0 0 100 100 36.78 NA NA NA NA 31
146 Rwanda 35.41 9.7 38.7 33.21 35.65 63.26 17.2 0 60 45.05 NA 56.32 NA 35.65 2 100 87.77 17.54 16.86 0 100 20 45.05 NA NA 56.32 59.76 NA NA NA NA NA 11
147 Grenada 35.24 3.13 75.92 8.12 75.84 100 51.93 11.37 50 NA 0 3.74 4.14 75.84 100 100 100 49.81 54.04 11.37 100 0 NA 0 0 11.18 3.77 0 0 22.86 0 NA 88
148 Pakistan 34.58 6.66 38.78 31.79 64.97 23.02 28.34 3.52 74 43.06 14.61 41.43 44.33 64.97 36 33.06 0 10.85 45.84 3.52 100 48 43.06 4.37 24.85 58.4 51.11 56.2 0 38.83 43.56 45.87 91
149 Iraq 33.39 2.39 58.01 16.98 71.73 67.42 34.87 8.29 50 NA NA 0 36.03 71.73 100 68.09 34.17 36.4 33.34 8.29 100 0 NA NA NA 0 0 NA NA 14.6 37.84 37.02 98
150 Benin 32.42 3.45 34.49 31.04 24.65 67.39 11.44 0.01 74.05 NA 0 65.88 NA 24.65 9 100 93.17 0.02 22.85 0.01 80.1 68 NA 0 0 98.86 98.79 0 NA NA NA NA 28
151 Ghana 32.07 7.58 40.31 26.58 33.45 69.72 17.77 10.25 92 10.81 29.46 34.26 27.3 33.45 16 100 93.17 0 35.54 10.25 100 84 10.81 24.44 34.47 78.03 59.02 0 0 70.71 36.71 8.41 61
152 #Solomon Islands# 31.63 6.57 46.75 21.56 55.12 70 15.13 0 56 35.07 54.67 17.58 NA 55.12 10 100 100 4.08 26.18 0 100 12 35.07 9.57 99.77 8.45 8.45 53.41 0 NA NA NA 19
153 Comoros 31.39 1.42 47.4 20.72 34.1 76.33 31.77 3.96 58 68.23 48.26 0 NA 34.1 29 100 100 6.3 57.25 3.96 100 16 68.23 0 96.52 0 0 0 0 NA NA NA 48
154 Tajikistan 31.34 5.38 49.89 18.97 43.73 69.19 36.74 2.25 76 NA NA 24.28 NA 43.73 66 82.94 58.63 58.79 14.69 2.25 100 52 NA NA NA 24.28 33.94 NA NA NA NA NA 100
155 India 31.23 5.4 33.19 29.92 50.04 23.24 26.28 10.49 58.4 35.07 22.64 39.18 35.24 50.04 42 27.72 0 6.2 46.36 10.49 24.79 92 35.07 27.14 18.14 27.61 36.33 60.79 32 51.47 26.89 51.91 75
156 Chad 31.02 1.87 29.57 31.99 15.25 70.55 2.91 0 75.14 NA NA 55.34 NA 15.25 12 100 99.64 0 5.81 0 78.28 72 NA NA NA 55.34 51.22 NA NA NA NA NA 4
157 Yemen 30.16 0.2 43.77 21.09 38.98 81.65 10.69 0.49 92 NA 30.85 23.59 NA 38.98 67 97.74 80.22 13.3 8.08 0.49 100 84 NA 25.29 36.41 3.29 3.29 64.21 NA NA NA NA 45
158 Mozambique 29.97 1.49 31.49 28.96 23.25 68.33 2.88 2.5 50.7 3.99 23.67 63.17 NA 23.25 5 100 100 1.32 4.45 2.5 17.4 84 3.99 3.31 44.02 90.84 95.44 66.38 0 NA NA NA 15
159 Gambia 29.3 6.62 41.03 21.48 22.16 69.67 31.26 0.4 92 NA 0 37.05 NA 22.16 9 100 100 21.47 41.04 0.4 100 84 NA 0 0 23.96 34.64 52.56 NA NA NA NA 31
160 Angola 28.69 9.09 35.44 24.19 15.29 79.27 11.76 0 56 26.24 22.95 41.7 NA 15.29 45 100 92.81 16.12 7.4 0 100 12 26.24 18.56 27.34 65.54 62.37 38.89 0 NA NA NA 35
161 Djibouti 28.52 22.77 52.69 12.4 31.57 93.39 33.11 0 84 NA 0 15.45 NA 31.57 87 100 93.17 17.56 48.67 0 NA 84 NA 0 0 0.01 0.01 61.78 0 NA NA NA 50
162 Guinea 28.03 6.34 32.2 25.25 18.03 67.67 10.91 0.75 94 17.25 20.73 41 NA 18.03 3 100 100 1.16 20.65 0.75 100 88 17.25 11.18 30.28 39.78 24.24 0 100 NA NA NA 20
163 Togo 27.91 4.65 32.82 24.63 26.06 67.23 5.18 0 92 28.15 0 44.23 NA 26.06 6 100 95.68 0 10.37 0 100 84 28.15 0 0 66.28 66.41 0 NA NA NA NA 28
164 Myanmar 27.44 6.11 41.39 18.14 45.8 47.68 30.69 0 80 24.47 0 28.62 NA 45.8 8 78.56 56.47 29.11 32.27 0 100 60 24.47 0 0 36.02 25.86 52.61 0 NA NA NA 49
165 Mauritania 27.19 6.25 37.3 20.44 26.73 80.67 4.52 0 56 NA 23.31 32.63 NA 26.73 42 100 100 3.48 5.55 0 100 12 NA 15.76 30.86 3.16 2.54 92.2 NA NA NA NA 18
166 Madagascar 26.7 15.48 37.2 19.71 41.84 67.33 2.43 0.53 92 7.75 0 37.08 NA 41.84 2 100 100 0 4.86 0.53 100 84 7.75 0 0 18.6 18.07 68.66 43 NA NA NA 14
167 Burundi 25.78 0.59 31.56 21.93 18.1 59.95 16.63 0 88 22.83 NA 30.29 NA 18.1 4 97.44 78.42 11.96 21.3 0 100 76 22.83 NA NA 30.29 30.5 NA NA NA NA NA 5
168 Eritrea 25.76 17.09 43.44 13.98 46.58 78.2 5.53 0 92 NA 0 17.94 NA 46.58 40 100 94.6 0 11.06 0 100 84 NA 0 0 28.28 25.55 0 NA NA NA NA 33
169 Bangladesh 25.61 3.98 30.42 22.4 54.87 13.83 22.56 0 92 22.83 0 39.68 NA 54.87 9 32.49 0 14.12 31 0 100 84 22.83 0 0 11.26 30.5 77.27 NA NA NA NA 55
170 #Dem. Rep. Congo# 25.01 3.56 23.9 25.75 11.04 56.26 4.39 0 58 26.24 NA 44.85 NA 11.04 7 91.26 70.5 4.76 4.03 0 100 16 26.24 NA NA 59.86 59.75 NA 0 NA NA NA 15
171 Sudan 24.64 0.49 36.33 16.84 29.95 73.55 5.51 0 92 NA 22.75 16.29 NA 29.95 21 100 99.64 2.57 8.44 0 100 84 NA 3.23 42.27 5.77 2.81 40.28 NA NA NA NA 29
172 Liberia 23.95 11.03 37.99 14.59 35.4 67.33 11.22 0 96 20.58 30.5 4.13 NA 35.4 2 100 100 1.08 21.36 0 100 92 20.58 13.31 47.7 10.35 6.19 0 0 NA NA NA 4
173 #Sierra Leone# 21.74 21.79 27.89 17.64 11.55 67.33 4.77 0 56 18.52 26.94 23.54 NA 11.55 2 100 100 0 9.54 0 100 12 18.52 22.5 31.38 37.74 32.87 0 NA NA NA NA 12
174 Afghanistan 21.57 12.17 34.61 12.87 33.83 62.32 7.69 0 50 52.35 NA 2.52 NA 33.83 15 94.25 77.7 4.06 11.33 0 100 0 52.35 NA NA 2.19 4.53 NA 0 NA NA NA 41
175 Lesotho 20.81 4.36 43.31 5.82 36.32 79.67 13.94 0.3 56 NA NA 1.3 NA 36.32 39 100 100 3.39 24.49 0.3 100 12 NA NA NA 1.3 1.3 NA NA NA NA NA 17
176 Haiti 19.01 6.08 37.06 6.98 33.13 69.67 8.37 0 52 23.64 0 1.09 NA 33.13 9 100 100 3.33 13.41 0 100 4 23.64 0 0 1.59 2.76 0 0 NA NA NA 34
177 Mali 18.43 8.67 28.41 11.77 9.7 67.33 8.19 0 58 NA NA 14.3 NA 9.7 2 100 100 2.03 14.35 0 100 16 NA NA NA 14.3 19.92 NA NA NA NA NA 17
178 Somalia 15.47 6.62 28.91 6.5 18.55 66.89 1.29 3.96 56 NA 0 1.75 NA 18.55 5 100 95.68 2.58 0 3.96 100 12 NA 0 0 3.43 3.56 0 0 NA NA NA 29
